,업무,FastAPI 초기화,정치인 목록 API,알림 생성 및 조회 API,쿼리 최적화,피드백 수집 API,GPT API 연동,서비스 업체 CRUD API,WebSocket 서버 구축
,작업지시서,tasks/P1B1.md,tasks/P2B1.md,tasks/P3B1.md,tasks/P4B1.md,tasks/P5B1.md,tasks/P6B1.md,tasks/P7B1.md,tasks/P8B1.md
,담당AI,api-designer,api-designer,api-designer,devops-troubleshooter,fullstack-developer,fullstack-developer,fullstack-developer,fullstack-developer
,진도,100%,0%,0%,0%,0%,0%,0%,0%
,상태,완료,대기,대기,대기,대기,대기,대기,대기
,테스트/검토,통과,테스트,테스트,테스트,테스트,테스트,테스트,테스트
,자동화방식,수동,수동,수동,수동,수동,수동,수동,수동
,의존작업,없음,P1B1,P2B1,P3B1,P4B1,P5B1,P6B1,P7B1
,블로커,없음,없음,없음,없음,없음,없음,없음,없음
,작업ID,P1B2,P2B2,P3B2,P4B2,P5B2,P6B2,P7B2,P8B2
,업무,requirements.txt,시민 평가 API,댓글 CRUD API,N+1 쿼리 해결,헬스 체크 엔드포인트,Gemini API 연동,서비스 카테고리 관리 API,Claude API 채팅 연동
,작업지시서,tasks/P1B2.md,tasks/P2B2.md,tasks/P3B2.md,tasks/P4B2.md,tasks/P5B2.md,tasks/P6B2.md,tasks/P7B2.md,tasks/P8B2.md
,담당AI,fullstack-developer,api-designer,api-designer,fullstack-developer,devops-troubleshooter,fullstack-developer,fullstack-developer,fullstack-developer
,진도,0%,0%,0%,0%,0%,0%,0%,0%
,상태,대기,대기,대기,대기,대기,대기,대기,대기
,테스트/검토,검토,테스트,테스트,테스트,테스트,테스트,테스트,테스트
,자동화방식,수동,수동,수동,수동,수동,수동,수동,수동
,의존작업,P1B1,P2D2,P3D2,P4B1,P5V1,P6B1,P7D2,P8B1
,블로커,없음,없음,없음,없음,없음,없음,없음,없음
,작업ID,P1B3,P2B3,P3B3,P4B3,P5B3,P6B3,P7B3,P8B3
,업무,환경 변수 설정,평가 집계 로직,대댓글 API,Redis 캐싱,API 버전 관리,Perplexity API 연동,문의 전송 API,GPT API 채팅 연동
,작업지시서,tasks/P1B3.md,tasks/P2B3.md,tasks/P3B3.md,tasks/P4B3.md,tasks/P5B3.md,tasks/P6B3.md,tasks/P7B3.md,tasks/P8B3.md
,담당AI,security-auditor,fullstack-developer,fullstack-developer,fullstack-developer,fullstack-developer,fullstack-developer,fullstack-developer,fullstack-developer
,진도,0%,0%,0%,0%,0%,0%,0%,0%
,상태,대기,대기,대기,대기,대기,대기,대기,대기
,테스트/검토,검토,테스트,테스트,테스트,테스트,테스트,테스트,테스트
,자동화방식,수동,수동,수동,수동,수동,수동,수동,수동
,의존작업,없음,P2B2,P3B2,P1D1,P5B1,P6B2,P7D3,P8B2
,블로커,없음,없음,없음,없음,없음,없음,없음,없음
,작업ID,P1B4,P2B4,P3B4,P4B4,P5B4,P6B4,P7B4,P8B4
,업무,FastAPI 기본 구조,검색/필터링 API,알림 조회 API,Rate Limiting,로그 수집 시스템,Grok API 연동,문의 내역 조회 API,정치인별 학습 데이터 구축 (RAG)
,작업지시서,tasks/P1B4.md,tasks/P2B4.md,tasks/P3B4.md,100%,tasks/P5B4.md,tasks/P6B4.md,tasks/P7B4.md,tasks/P8B4.md
,담당AI,api-designer,api-designer,fullstack-developer,완료,devops-troubleshooter,fullstack-developer,fullstack-developer,fullstack-developer
,진도,0%,0%,0%,통과,0%,0%,0%,0%
,상태,대기,대기,대기,대기,대기,대기,대기,대기
,테스트/검토,테스트,테스트,테스트,테스트,테스트,테스트,테스트,테스트
,자동화방식,수동,수동,수동,수동,수동,수동,수동,수동
,의존작업,P1B1,P2B1,P3B1,없음,P5V1,P6B3,P7B3,P8D3
,블로커,없음,없음,없음,없음,없음,없음,없음,없음
,작업ID,P1B5,P2B5,P3B5,P4B5,,P6B5,P7B5,P8B5
,업무,JWT 인증 시스템,정치인 상세 API,좋아요 API,에러 로깅 시스템,,종합 점수 계산 알고리즘,업체 검색/필터 API,대화 컨텍스트 관리
,작업지시서,tasks/P1B5.md,tasks/P2B5.md,tasks/P3B5.md,tasks/P4B5.md,,tasks/P6B5.md,tasks/P7B5.md,tasks/P8B5.md
,담당AI,security-auditor,api-designer,fullstack-developer,devops-troubleshooter,,fullstack-developer,fullstack-developer,fullstack-developer
,진도,0%,0%,0%,0%,,0%,0%,0%
,상태,대기,대기,대기,대기,,대기,대기,대기
,테스트/검토,테스트,테스트,테스트,테스트,,테스트,테스트,테스트
,자동화방식,수동,수동,수동,수동,,수동,수동,수동
,의존작업,P1B1,P2B1,P3D3,없음,,P6B4,P7B1,P8B4
,블로커,없음,없음,없음,없음,,없음,없음,없음
,작업ID,P1B6,P2B6,P3B6,P4B6,,P6B6,P7B6,P8B6
,업무,회원가입 API,페이지네이션 로직,알림 읽음 처리 API,CORS 설정,,AI 평가 스케줄러 (주 1회),업체 리뷰 API,대화 히스토리 저장 API
,작업지시서,tasks/P1B6.md,tasks/P2B6.md,tasks/P3B6.md,tasks/P4B6.md,,tasks/P6B6.md,tasks/P7B6.md,tasks/P8B6.md
,담당AI,fullstack-developer,fullstack-developer,fullstack-developer,security-auditor,,fullstack-developer,fullstack-developer,fullstack-developer
,진도,0%,0%,0%,0%,,0%,0%,0%
,상태,대기,대기,대기,대기,,대기,대기,대기
,테스트/검토,테스트,테스트,테스트,테스트,,테스트,테스트,테스트
,자동화방식,수동,수동,수동,수동,,API자동,수동,수동
,의존작업,P1B5,P2B1,P3B1,없음,,P6B5,P7D4,P8D2
,블로커,없음,없음,없음,없음,,없음,없음,없음
,작업ID,P1B7,P2B7,P3B7,P4B7,,P6B7,P7B7,P8B7
,업무,로그인 API,정치인 랭킹 API,알림 자동 생성 트리거,전역 에러 핸들러,,AI 응답 캐싱 시스템 (Redis),업체 승인 API (관리자),STT API 연동 (Whisper)
,작업지시서,tasks/P1B7.md,tasks/P2B7.md,tasks/P3B7.md,tasks/P4B7.md,,tasks/P6B7.md,tasks/P7B7.md,tasks/P8B7.md
,담당AI,fullstack-developer,api-designer,fullstack-developer,fullstack-developer,,fullstack-developer,fullstack-developer,fullstack-developer
,진도,0%,0%,0%,0%,,0%,0%,0%
,상태,대기,대기,대기,대기,,대기,대기,대기
,테스트/검토,테스트,테스트,테스트,테스트,,테스트,테스트,테스트
,자동화방식,수동,수동,API자동,수동,,수동,수동,API자동
,의존작업,P1B5,P2B3,P3B1,없음,,P6B5,P7B1,없음
,블로커,없음,없음,없음,없음,,없음,없음,없음
,작업ID,P1B8,P2B8,P3B8,P4B8,,P6B8,P7B8,P8B8
,업무,현재 사용자 조회 API,조회수 증가 로직,정치인 인증 요청 API,API 표준화 응답,,AI 평가 히스토리 API,수수료 정산 로직,TTS API 연동 (ElevenLabs)
,작업지시서,tasks/P1B8.md,tasks/P2B8.md,tasks/P3B8.md,tasks/P4B8.md,,tasks/P6B8.md,tasks/P7B8.md,tasks/P8B8.md
,담당AI,fullstack-developer,fullstack-developer,fullstack-developer,fullstack-developer,,fullstack-developer,fullstack-developer,fullstack-developer
,진도,0%,0%,0%,0%,,0%,0%,0%
,상태,대기,대기,대기,대기,,대기,대기,대기
,테스트/검토,테스트,테스트,테스트,테스트,,테스트,테스트,테스트
,자동화방식,수동,수동,수동,수동,,수동,수동,API자동
,의존작업,P1B5,P2B1,P3B9,없음,,P6D2,P7D5,없음
,블로커,없음,없음,없음,없음,,없음,없음,없음
,작업ID,,,P3B9,P4B9,,,P7B9,P8B9
,업무,,,회원 등급/포인트 시스템 API,비밀번호 해싱,,,정산 내역 API,채팅 검색 API (Elasticsearch)
,작업지시서,,,tasks/P3B9.md,tasks/P4B9.md,,,tasks/P7B9.md,tasks/P8B9.md
,담당AI,,,fullstack-developer,security-auditor,,,fullstack-developer,fullstack-developer
,진도,,,0%,0%,,,0%,0%
,상태,,,대기,대기,,,대기,대기
,테스트/검토,,,테스트,테스트,,,테스트,테스트
,자동화방식,,,수동,수동,,,수동,수동
,의존작업,,,P3D4,P1B5,,,P7B8,P8D2
,블로커,,,없음,없음,,,없음,없음
,작업ID,,,P3B10,P4B10,,,P7B10,P8B10
,업무,,,관리자 게시글 관리 API,SQL Injection 방어,,,업체 통계 API,채팅 통계 API
,작업지시서,,,tasks/P3B10.md,tasks/P4B10.md,,,tasks/P7B10.md,tasks/P8B10.md
,담당AI,,,fullstack-developer,security-auditor,,,fullstack-developer,fullstack-developer
,진도,,,0%,0%,,,0%,0%
,상태,,,대기,대기,,,대기,대기
,테스트/검토,,,테스트,테스트,,,테스트,테스트
,자동화방식,,,수동,수동,,,수동,수동
,의존작업,,,P1B5,없음,,,P7B1,P8B1
,블로커,,,없음,없음,,,없음,없음
,작업ID,,,P3B11,P4B11,,,,P8B11
,업무,,,관리자 회원 차단 API,타임아웃 처리,,,,스팸 필터링 (욕설/반복)
,작업지시서,,,tasks/P3B11.md,tasks/P4B11.md,,,,tasks/P8B11.md
,담당AI,,,fullstack-developer,fullstack-developer,,,,fullstack-developer
,진도,,,0%,0%,,,,0%
,상태,,,대기,대기,,,,대기
,테스트/검토,,,테스트,테스트,,,,테스트
,자동화방식,,,수동,수동,,,,수동
,의존작업,,,P1B5,없음,,,,P8B1
,블로커,,,없음,없음,,,,없음
,작업ID,,,P3B12,,,,,P8B12
,업무,,,관리자 신고 처리 API,,,,,채팅 알림 시스템 (푸시)
,작업지시서,,,tasks/P3B12.md,,,,,tasks/P8B12.md
,담당AI,,,fullstack-developer,,,,,fullstack-developer
,진도,,,0%,,,,,0%
,상태,,,대기,,,,,대기
,테스트/검토,,,테스트,,,,,테스트
,자동화방식,,,수동,,,,,수동
,의존작업,,,P1B5,,,,,P8B1
,블로커,,,없음,,,,,없음
Database,,,,,,,,,
,작업ID,P1D1,P2D1,P3D1,P4D1,P5D1,P6D1,P7D1,P8D1
,업무,User 모델 정의,정치인 테이블 스키마,notifications 테이블,인덱스 추가,데이터베이스 백업 설정,ai_scores_multi 테이블,service_providers 테이블,chat_rooms 테이블
,작업지시서,tasks/P1D1.md,tasks/P2D1.md,tasks/P3D1.md,tasks/P4D1.md,tasks/P5D1.md,tasks/P6D1.md,tasks/P7D1.md,tasks/P8D1.md
,담당AI,database-architect,database-architect,database-architect,database-architect,devops-troubleshooter,fullstack-developer,fullstack-developer,fullstack-developer
,진도,0%,0%,0%,0%,0%,0%,0%,0%
,상태,대기,대기,대기,대기,대기,대기,대기,대기
,테스트/검토,테스트,테스트,테스트,테스트,검토,테스트,테스트,테스트
,자동화방식,수동,수동,수동,수동,수동,수동,수동,수동
,의존작업,없음,P1D1,P2D1,P3D1,P4D1,P5D1,P6D1,P7D1
,블로커,없음,없음,없음,없음,없음,없음,없음,없음
,작업ID,P1D2,P2D2,P3D2,P4D2,P5D2,P6D2,P7D2,P8D2
,업무,Politician 모델,ratings 테이블,comments 테이블,관계형 쿼리 최적화,프로덕션 DB 마이그레이션,ai_evaluation_history 테이블,service_categories 테이블,chat_messages 테이블
,작업지시서,tasks/P1D2.md,tasks/P2D2.md,tasks/P3D2.md,tasks/P4D2.md,tasks/P5D2.md,tasks/P6D2.md,tasks/P7D2.md,tasks/P8D2.md
,담당AI,database-architect,database-architect,database-architect,database-architect,devops-troubleshooter,fullstack-developer,fullstack-developer,fullstack-developer
,진도,100%,0%,0%,0%,0%,0%,0%,0%
,상태,완료,대기,대기,대기,대기,대기,대기,대기
,테스트/검토,통과,테스트,테스트,테스트,테스트,테스트,테스트,테스트
,자동화방식,수동,수동,수동,수동,수동,수동,수동,수동
,의존작업,P1D1,P1D2,P1D1,P4D1,P5D1,P6D1,P7D1,P8D1
,블로커,없음,없음,없음,없음,없음,없음,없음,없음
,작업ID,P1D3,P2D3,P3D3,P4D3,,P6D3,P7D3,P8D3
,업무,Post 모델,평가 인덱스 설정,likes 테이블,DB 연결 풀링,,user_ai_preferences 테이블,inquiries 테이블,politician_knowledge 테이블
,작업지시서,tasks/P1D3.md,tasks/P2D3.md,tasks/P3D3.md,tasks/P4D3.md,,tasks/P6D3.md,tasks/P7D3.md,tasks/P8D3.md
,담당AI,database-architect,database-architect,database-architect,database-architect,,fullstack-developer,fullstack-developer,fullstack-developer
,진도,100%,0%,0%,0%,,0%,0%,0%
,상태,완료,대기,대기,대기,,대기,대기,대기
,테스트/검토,통과,테스트,테스트,테스트,,테스트,테스트,테스트
,자동화방식,수동,수동,수동,수동,,수동,수동,수동
,의존작업,P1D1,P2D2,P1D1,P1D1,,P1D1,P7D1,P1D2
,블로커,없음,없음,없음,없음,,없음,없음,없음
,작업ID,P1D4,,,P4D4,,P6D4,P7D4,P8D4
,업무,Comment 모델,,,댓글 인덱스 설정,,AI 평가 인덱스 설정,provider_reviews 테이블,채팅 인덱스 설정
,작업지시서,tasks/P1D4.md,,,tasks/P4D4.md,,tasks/P6D4.md,tasks/P7D4.md,tasks/P8D4.md
,담당AI,database-architect,,,database-architect,,fullstack-developer,fullstack-developer,fullstack-developer
,진도,100%,,,0%,,0%,0%,0%
,상태,완료,,,대기,,대기,대기,대기
,테스트/검토,통과,,,테스트,,테스트,테스트,테스트
,자동화방식,수동,,,수동,,수동,수동,수동
,의존작업,P1D3,,,P3D2,,P6D1,P7D1,P8D2
,블로커,없음,,,없음,,없음,없음,없음
,작업ID,P1D5,,,,P2D4,,,P7D5,
,업무,Vote 모델,,,정치인 인덱스 설정,,,settlements 테이블,
,작업지시서,tasks/P1D5.md,,,,tasks/P2D4.md,,,tasks/P7D5.md,
,담당AI,database-architect,,,,database-architect,,,fullstack-developer,
,진도,100%,,,,0%,,,0%,
,상태,완료,,,,대기,,,대기,
,테스트/검토,통과,,,,테스트,,,테스트,
,자동화방식,수동,,,,수동,,,수동,
,의존작업,P1D3,,,,P2D1,,,P7D1,
,블로커,없음,,,,없음,,,없음,
,작업ID,P1D6,,,P3D4,,,,,
,업무,Rating 모델,,,user_points 테이블,,,,,
,작업지시서,tasks/P1D6.md,,,tasks/P3D4.md,,,,,
,담당AI,database-architect,,,database-architect,,,,,
,진도,100%,,,0%,,,,,
,상태,완료,,,대기,,,,,
,테스트/검토,통과,,,테스트,,,,,
,자동화방식,수동,,,수동,,,,,
,의존작업,P1D2,,,P1D1,,,,,
,블로커,없음,,,없음,,,,,
,작업ID,P1D7,,,,,,,,
,업무,AIScore 모델,,,,,,,,
,작업지시서,tasks/P1D7.md,,,,,,,,
,담당AI,database-architect,,,,,,,,
,진도,100%,,,,,,,,
,상태,완료,,,,,,,,
,테스트/검토,통과,,,,,,,,
,자동화방식,수동,,,,,,,,
,의존작업,P1D2,,,,,,,,
,블로커,없음,,,,,,,,
,작업ID,P1D8,,,,,,,,
,업무,Notification 모델,,,,,,,,
,작업지시서,tasks/P1D8.md,,,,,,,,
,담당AI,database-architect,,,,,,,,
,진도,100%,,,,,,,,
,상태,완료,,,,,,,,
,테스트/검토,통과,,,,,,,,
,자동화방식,수동,,,,,,,,
,의존작업,P1D1,,,,,,,,
,블로커,없음,,,,,,,,
,작업ID,P1D9,,,,,,,,
,업무,Bookmark 모델,,,,,,,,
,작업지시서,tasks/P1D9.md,,,,,,,,
,담당AI,database-architect,,,,,,,,
,진도,100%,,,,,,,,
,상태,완료,,,,,,,,
,테스트/검토,통과,,,,,,,,
,자동화방식,수동,,,,,,,,
,의존작업,P1D1,,,,,,,,
,블로커,없음,,,,,,,,
,작업ID,P1D10,,,,,,,,
,업무,Report 모델,,,,,,,,
,작업지시서,tasks/P1D10.md,,,,,,,,
,담당AI,database-architect,,,,,,,,
,진도,100%,,,,,,,,
,상태,완료,,,,,,,,
,테스트/검토,통과,,,,,,,,
,자동화방식,수동,,,,,,,,
,의존작업,P1D1,,,,,,,,
,블로커,없음,,,,,,,,
,작업ID,P1D11,,,,,,,,
,업무,Alembic 초기화,,,,,,,,
,작업지시서,tasks/P1D11.md,,,,,,,,
,담당AI,database-architect,,,,,,,,
,진도,100%,,,,,,,,
,상태,완료,,,,,,,,
,테스트/검토,통과,,,,,,,,
,자동화방식,수동,,,,,,,,
,의존작업,P1D10,,,,,,,,
,블로커,없음,,,,,,,,
,작업ID,P1D12,,,,,,,,
,업무,초기 마이그레이션 생성,,,,,,,,
,작업지시서,tasks/P1D12.md,,,,,,,,
,담당AI,database-architect,,,,,,,,
,진도,100%,,,,,,,,
,상태,완료,,,,,,,,
,테스트/검토,통과,,,,,,,,
,자동화방식,수동,,,,,,,,
,의존작업,P1D11,,,,,,,,
,블로커,없음,,,,,,,,
,작업ID,P1D13,,,,,,,,
,업무,테스트 데이터 시딩,,,,,,,,
,작업지시서,tasks/P1D13.md,,,,,,,,
,담당AI,database-architect,,,,,,,,
,진도,0%,,,,,,,,
,상태,대기,,,,,,,,
,테스트/검토,테스트,,,,,,,,
,자동화방식,API자동,,,,,,,,
,의존작업,P1D12,,,,,,,,
,블로커,없음,,,,,,,,
Test,,,,,,,,,
,작업ID,,P2T1,P3T1,P4T1,P5T1,P6T1,P7T1,P8T1
,업무,,인증 API 테스트,알림 API 테스트,단위 테스트 커버리지 80%,베타 테스터 초대 시스템,AI API 통합 테스트,업체 등록 E2E 테스트,WebSocket 연결 테스트
,작업지시서,,tasks/P2T1.md,tasks/P3T1.md,tasks/P4T1.md,tasks/P5T1.md,tasks/P6T1.md,tasks/P7T1.md,tasks/P8T1.md
,담당AI,,code-reviewer,code-reviewer,code-reviewer,fullstack-developer,code-reviewer,code-reviewer,devops-troubleshooter
,진도,,0%,0%,0%,0%,0%,0%,0%
,상태,,대기,대기,대기,대기,대기,대기,대기
,테스트/검토,,테스트,테스트,테스트,테스트,테스트,테스트,테스트
,자동화방식,,API자동,API자동,API자동,수동,API자동,API자동,API자동
,의존작업,,P1B5,P3B1,P3T1,P5V1,P6B4,P7B1,P8B1
